driver,lap_number,lap_time,position
20,3.0,71.531,13.0
20,4.0,71.582,13.0
20,5.0,71.879,13.0
20,6.0,71.463,13.0
20,7.0,72.869,14.0
20,8.0,71.489,14.0
20,9.0,71.152,16.0
20,10.0,71.386,16.0
20,11.0,71.075,15.0
20,12.0,71.766,14.0
20,13.0,71.274,14.0
20,14.0,70.974,14.0
20,15.0,70.852,13.0
20,16.0,70.843,13.0
20,17.0,70.884,13.0
20,18.0,70.72,13.0
20,19.0,71.243,13.0
20,20.0,,
18,1.0,77.583,9.0
18,2.0,72.184,9.0
18,3.0,70.57,9.0
18,4.0,70.326,9.0
18,5.0,70.333,9.0
18,6.0,70.508,9.0
18,7.0,70.845,9.0
18,8.0,70.655,9.0
18,9.0,70.629,11.0
18,10.0,70.734,11.0
18,11.0,70.611,10.0
18,12.0,71.431,10.0
18,13.0,74.041,11.0
18,14.0,75.253,12.0
18,15.0,79.51,16.0
3,1.0,78.766,11.0
3,2.0,72.125,11.0
3,3.0,71.236,11.0
3,4.0,70.628,11.0
3,5.0,70.636,11.0
3,6.0,70.954,11.0
3,7.0,70.813,11.0
3,8.0,70.61,11.0
3,9.0,70.814,13.0
3,10.0,70.828,13.0
3,11.0,70.824,12.0
3,12.0,98.32,19.0
33,1.0,73.501,2.0
33,2.0,69.859,2.0
33,3.0,69.38,2.0
33,4.0,69.428,2.0
33,5.0,69.351,2.0
33,6.0,69.469,2.0
33,7.0,69.577,2.0
33,8.0,69.538,2.0
33,9.0,69.459,2.0
33,10.0,138.665,3.0
