driver,lap_number,lap_time,position,race,aggressiveness,defensive_ability,stamina,total_overtakes,championships,employees,engine_manufacturer,Age,weather
Charles Leclerc,49.0,94.516,7.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,50.0,101.27,7.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,51.0,114.511,7.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,52.0,115.821,7.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,53.0,110.846,7.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,54.0,103.477,7.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,55.0,93.349,7.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,56.0,70.053,6.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,57.0,68.916,6.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,58.0,68.389,6.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,59.0,67.901,5.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,60.0,68.339,5.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,61.0,68.02,4.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,62.0,68.073,4.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,63.0,68.127,4.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,64.0,68.324,4.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,65.0,67.935,4.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Charles Leclerc,66.0,68.26,4.0,Austria,0.91,0.81,0.6,2.0,16,700,1,22.0,Sunny
Lando Norris,1.0,74.567,3.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,2.0,70.366,3.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,3.0,71.197,4.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,4.0,70.81,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,5.0,69.949,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,6.0,70.017,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,7.0,70.228,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,8.0,70.324,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,9.0,70.21,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,10.0,70.187,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,11.0,70.235,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,12.0,70.052,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,13.0,69.984,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,14.0,70.029,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,15.0,69.86,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,16.0,70.012,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,17.0,69.933,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,18.0,70.106,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,19.0,69.94,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,20.0,69.963,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,21.0,90.234,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,22.0,110.203,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,23.0,103.795,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,24.0,114.141,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,25.0,110.654,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,26.0,70.457,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,27.0,69.651,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,28.0,70.548,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,29.0,69.008,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
