driver,lap_number,lap_time,position,race,aggressiveness,defensive_ability,stamina,total_overtakes,championships,employees,engine_manufacturer,Age,weather
Valtteri Bottas,49.0,98.977,1.0,Russia,0.87,0.99,0.74,0.0,8,1200,1,30.0,Sunny
Valtteri Bottas,50.0,100.312,1.0,Russia,0.87,0.99,0.74,0.0,8,1200,1,30.0,Sunny
Valtteri Bottas,51.0,97.03,1.0,Russia,0.87,0.99,0.74,0.0,8,1200,1,30.0,Sunny
Valtteri Bottas,52.0,97.724,1.0,Russia,0.87,0.99,0.74,0.0,8,1200,1,30.0,Sunny
Valtteri Bottas,53.0,97.637,1.0,Russia,0.87,0.99,0.74,0.0,8,1200,1,30.0,Sunny
Max Verstappen,1.0,129.668,5.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,6.0,101.375,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,7.0,101.52,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,8.0,101.262,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,9.0,101.085,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,10.0,101.289,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,11.0,101.418,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,12.0,101.437,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,13.0,100.881,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,14.0,100.897,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,15.0,100.646,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,16.0,100.299,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,17.0,100.252,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,18.0,100.07,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,19.0,99.941,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,20.0,100.012,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,21.0,99.92,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,22.0,100.113,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,23.0,100.266,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,24.0,100.51,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,25.0,105.264,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,26.0,120.406,4.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,27.0,99.287,3.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,28.0,99.584,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,29.0,99.155,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,30.0,98.997,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,31.0,98.481,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,32.0,98.598,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,33.0,98.734,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,34.0,98.735,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,35.0,98.52,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,36.0,98.729,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
Max Verstappen,37.0,98.432,2.0,Russia,0.94,0.97,0.68,1.0,4,1000,1,22.0,Sunny
