driver,lap_number,lap_time,position,race,aggressiveness,defensive_ability,stamina,total_overtakes,weather
Carlos Sainz,64.0,82.065,7.0,Portugal,0.0,0.0,0.0,0.0,Cloudy
Carlos Sainz,65.0,80.268,6.0,Portugal,0.0,0.0,0.0,0.0,Cloudy
Sergio Perez,1.0,107.446,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,2.0,105.889,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,3.0,83.995,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,4.0,83.058,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,5.0,82.952,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,6.0,82.692,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,7.0,82.819,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,8.0,82.709,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,9.0,83.083,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,10.0,82.619,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,11.0,82.723,20.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,12.0,83.137,19.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,13.0,83.369,18.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,14.0,83.357,18.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,15.0,82.669,16.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,16.0,83.042,15.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,17.0,83.32,15.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,18.0,83.879,14.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,19.0,83.777,13.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,20.0,83.731,12.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,21.0,83.162,11.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,22.0,82.979,11.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,23.0,81.908,10.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,24.0,82.377,10.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,25.0,81.376,9.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,26.0,82.29,9.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,27.0,82.194,7.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,28.0,81.6,7.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,29.0,81.506,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,30.0,81.37,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,31.0,81.985,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,32.0,81.82,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,33.0,81.431,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,34.0,83.269,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,35.0,81.792,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,36.0,81.867,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,37.0,81.849,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,38.0,81.68,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,39.0,81.54,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,40.0,81.675,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,41.0,81.753,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,42.0,81.509,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,43.0,81.496,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,44.0,81.725,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,45.0,85.536,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,46.0,103.819,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,47.0,81.09,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,48.0,80.861,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,49.0,80.802,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,50.0,81.28,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,51.0,81.31,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,52.0,81.174,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,53.0,81.264,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,54.0,81.304,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,55.0,81.194,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,56.0,81.35,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,57.0,82.454,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,58.0,83.785,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,59.0,81.877,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,60.0,81.486,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,61.0,81.164,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,62.0,81.427,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,63.0,81.925,5.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,64.0,83.139,6.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Sergio Perez,65.0,82.226,7.0,Portugal,0.9,0.76,0.8,0.0,Cloudy
Esteban Ocon,1.0,101.385,12.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,2.0,89.961,11.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,3.0,86.981,12.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,4.0,84.696,12.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,5.0,83.828,12.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,6.0,83.329,12.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,7.0,83.175,12.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,8.0,83.611,12.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,9.0,83.659,12.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,10.0,83.896,12.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,11.0,84.166,11.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,12.0,82.496,10.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,13.0,83.502,10.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,14.0,83.299,9.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,15.0,83.124,9.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,16.0,83.806,9.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,17.0,83.149,9.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,18.0,84.411,7.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,19.0,82.877,7.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,20.0,83.034,7.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,21.0,84.029,7.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,22.0,83.284,7.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,23.0,83.022,7.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,24.0,83.953,7.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,25.0,82.983,7.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,26.0,83.084,7.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,27.0,83.526,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,28.0,82.805,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,29.0,82.636,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,30.0,82.107,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,31.0,82.003,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,32.0,81.991,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,33.0,81.871,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,34.0,84.552,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,35.0,82.536,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,36.0,82.346,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,37.0,82.333,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,38.0,82.44,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,39.0,82.177,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,40.0,81.89,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,41.0,81.863,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,42.0,81.709,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,43.0,81.632,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,44.0,82.113,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,45.0,81.84,6.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,46.0,81.313,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,47.0,81.332,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,48.0,81.316,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,49.0,81.455,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,50.0,82.049,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,51.0,81.93,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,52.0,81.903,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,53.0,85.497,5.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,54.0,105.924,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,55.0,81.417,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,56.0,81.112,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,57.0,81.217,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,58.0,81.093,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,59.0,80.877,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,60.0,81.006,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,61.0,80.859,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,62.0,81.128,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,63.0,81.102,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,64.0,81.428,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Esteban Ocon,65.0,81.389,8.0,Portugal,0.91,0.86,0.58,0.0,Cloudy
Daniel Ricciardo,1.0,99.757,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,2.0,88.322,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,3.0,84.561,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,4.0,83.973,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,5.0,83.733,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,6.0,84.752,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,7.0,83.829,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,8.0,84.102,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,9.0,83.611,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,10.0,83.986,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,11.0,84.813,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,12.0,83.794,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,13.0,84.672,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,14.0,86.865,11.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,15.0,105.821,19.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,16.0,82.99,19.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,17.0,82.909,19.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,18.0,82.686,19.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,19.0,82.916,17.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,20.0,82.937,16.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,21.0,82.968,16.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,22.0,82.769,16.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,23.0,82.494,16.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,24.0,82.526,15.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,25.0,82.412,15.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,26.0,83.085,14.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,27.0,82.8,12.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,28.0,82.043,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,29.0,83.413,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,30.0,81.773,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,31.0,82.168,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,32.0,82.793,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,33.0,82.687,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,34.0,82.5,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,35.0,82.698,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,36.0,84.349,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,37.0,82.436,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,38.0,82.399,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,39.0,82.508,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,40.0,82.233,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,41.0,81.934,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,42.0,82.109,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,43.0,82.22,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,44.0,82.158,7.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,45.0,83.736,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,46.0,82.23,8.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,47.0,82.858,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,48.0,82.115,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,49.0,81.941,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,50.0,81.924,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,51.0,81.879,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,52.0,83.226,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,53.0,81.362,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,54.0,82.935,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,55.0,81.468,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,56.0,81.234,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,57.0,81.09,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,58.0,81.246,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,59.0,81.057,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,60.0,81.023,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,61.0,80.906,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,62.0,80.998,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,63.0,81.126,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,64.0,81.37,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Daniel Ricciardo,65.0,80.923,9.0,Portugal,0.9,0.84,0.79,0.0,Cloudy
Sebastian Vettel,1.0,102.017,15.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,2.0,91.476,16.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,3.0,87.082,16.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,4.0,85.314,16.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,5.0,84.17,16.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,6.0,83.35,16.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,7.0,83.104,15.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,8.0,83.742,15.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,9.0,83.885,15.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,10.0,84.061,15.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,11.0,84.116,15.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,12.0,83.829,13.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,13.0,84.722,13.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,14.0,82.828,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,15.0,83.155,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,16.0,83.054,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,17.0,82.817,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,18.0,83.509,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,19.0,82.604,8.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,20.0,82.858,8.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,21.0,84.053,8.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,22.0,83.108,8.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,23.0,82.779,8.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,24.0,82.529,8.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,25.0,82.99,8.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,26.0,82.849,8.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,27.0,86.987,8.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,28.0,106.766,15.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,29.0,84.01,14.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,30.0,82.051,14.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,31.0,81.982,14.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,32.0,81.988,13.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,33.0,81.908,13.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,34.0,82.473,13.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,35.0,83.587,13.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,36.0,82.368,13.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,37.0,82.125,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,38.0,82.217,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,39.0,81.805,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,40.0,81.828,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,41.0,82.088,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,42.0,81.745,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,43.0,81.844,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,44.0,81.923,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,45.0,81.592,12.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,46.0,81.372,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,47.0,81.266,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,48.0,81.806,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,49.0,81.618,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,50.0,84.015,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,51.0,81.34,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,52.0,82.223,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,53.0,81.074,11.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,54.0,81.575,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,55.0,81.525,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,56.0,81.431,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,57.0,80.893,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,58.0,81.118,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,59.0,82.062,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,60.0,81.144,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,61.0,80.877,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,62.0,80.731,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,63.0,80.996,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,64.0,80.91,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Sebastian Vettel,65.0,81.027,10.0,Portugal,0.87,0.82,0.9,0.0,Cloudy
Kimi Raikkönen,1.0,98.918,7.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,2.0,87.931,6.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,3.0,84.229,6.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,4.0,83.523,6.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,5.0,84.307,6.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,6.0,83.922,6.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,7.0,84.227,6.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,8.0,85.642,7.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,9.0,85.108,8.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,10.0,85.059,9.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,11.0,88.357,12.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,12.0,108.303,20.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,13.0,82.67,20.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,14.0,82.176,20.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,15.0,82.794,20.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,16.0,83.449,20.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,17.0,82.978,20.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,18.0,82.867,20.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,19.0,83.13,18.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,20.0,82.885,17.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,21.0,82.883,17.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,22.0,82.512,17.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,23.0,82.471,17.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
Kimi Raikkönen,24.0,82.598,16.0,Portugal,0.84,0.76,0.99,0.0,Cloudy
